Project;ProcessName;FieldName;FieldRefName;FieldType;IsIdentity;IsCustom
ARB;ARB workflow;State Code;Microsoft.VSTS.Common.StateCode;integer;No;No
ARB;ARB workflow;Time Criticality;Microsoft.VSTS.Common.TimeCriticality;double;No;No
ARB;ARB workflow;Value Area;Microsoft.VSTS.Common.ValueArea;string;No;No
ARB;ARB workflow;Application Launch Instructions;Microsoft.VSTS.Feedback.ApplicationLaunchInstructions;html;No;No
ARB;ARB workflow;Application Start Information;Microsoft.VSTS.Feedback.ApplicationStartInformation;plainText;No;No
ARB;ARB workflow;Application Type;Microsoft.VSTS.Feedback.ApplicationType;string;No;No
ARB;ARB workflow;Completed Work;Microsoft.VSTS.Scheduling.CompletedWork;double;No;No
ARB;ARB workflow;Due Date;Microsoft.VSTS.Scheduling.DueDate;dateTime;No;No
ARB;ARB workflow;Effort;Microsoft.VSTS.Scheduling.Effort;double;No;No
ARB;ARB workflow;Finish Date;Microsoft.VSTS.Scheduling.FinishDate;dateTime;No;No
ARB;ARB workflow;Original Estimate;Microsoft.VSTS.Scheduling.OriginalEstimate;double;No;No
ARB;ARB workflow;Remaining Work;Microsoft.VSTS.Scheduling.RemainingWork;double;No;No
ARB;ARB workflow;Start Date;Microsoft.VSTS.Scheduling.StartDate;dateTime;No;No
ARB;ARB workflow;Story Points;Microsoft.VSTS.Scheduling.StoryPoints;double;No;No
ARB;ARB workflow;Target Date;Microsoft.VSTS.Scheduling.TargetDate;dateTime;No;No
ARB;ARB workflow;Automated Test Id;Microsoft.VSTS.TCM.AutomatedTestId;string;No;No
ARB;ARB workflow;Automated Test Name;Microsoft.VSTS.TCM.AutomatedTestName;string;No;No
ARB;ARB workflow;Automated Test Storage;Microsoft.VSTS.TCM.AutomatedTestStorage;string;No;No
ARB;ARB workflow;Automated Test Type;Microsoft.VSTS.TCM.AutomatedTestType;string;No;No
ARB;ARB workflow;Automation status;Microsoft.VSTS.TCM.AutomationStatus;string;No;No
ARB;ARB workflow;Local Data Source;Microsoft.VSTS.TCM.LocalDataSource;html;No;No
ARB;ARB workflow;Parameters;Microsoft.VSTS.TCM.Parameters;html;No;No
ARB;ARB workflow;Query Text;Microsoft.VSTS.TCM.QueryText;plainText;No;No
ARB;ARB workflow;Repro Steps;Microsoft.VSTS.TCM.ReproSteps;html;No;No
ARB;ARB workflow;Steps;Microsoft.VSTS.TCM.Steps;html;No;No
ARB;ARB workflow;System Info;Microsoft.VSTS.TCM.SystemInfo;html;No;No
ARB;ARB workflow;Test Suite Audit;Microsoft.VSTS.TCM.TestSuiteAudit;plainText;No;No
ARB;ARB workflow;Test Suite Type;Microsoft.VSTS.TCM.TestSuiteType;string;No;No
ARB;ARB workflow;Test Suite Type Id;Microsoft.VSTS.TCM.TestSuiteTypeId;integer;No;No
ARB;ARB workflow;Area ID;System.AreaId;integer;No;No
ARB;ARB workflow;Area Level 1;System.AreaLevel1;string;No;No
ARB;ARB workflow;Area Level 2;System.AreaLevel2;string;No;No
ARB;ARB workflow;Area Level 3;System.AreaLevel3;string;No;No
ARB;ARB workflow;Area Level 4;System.AreaLevel4;string;No;No
ARB;ARB workflow;Area Level 5;System.AreaLevel5;string;No;No
ARB;ARB workflow;Area Level 6;System.AreaLevel6;string;No;No
ARB;ARB workflow;Area Level 7;System.AreaLevel7;string;No;No
ARB;ARB workflow;Area Path;System.AreaPath;treePath;No;No
ARB;ARB workflow;Assigned To;System.AssignedTo;string;Yes;No
ARB;ARB workflow;Attached File Count;System.AttachedFileCount;integer;No;No
ARB;ARB workflow;Authorized As;System.AuthorizedAs;string;Yes;No
ARB;ARB workflow;Authorized Date;System.AuthorizedDate;dateTime;No;No
ARB;ARB workflow;Board Column;System.BoardColumn;string;No;No
ARB;ARB workflow;Board Column Done;System.BoardColumnDone;boolean;No;No
ARB;ARB workflow;Board Lane;System.BoardLane;string;No;No
ARB;ARB workflow;Changed By;System.ChangedBy;string;Yes;No
ARB;ARB workflow;Changed Date;System.ChangedDate;dateTime;No;No
ARB;ARB workflow;Comment Count;System.CommentCount;integer;No;No
ARB;ARB workflow;Created By;System.CreatedBy;string;Yes;No
ARB;ARB workflow;Created Date;System.CreatedDate;dateTime;No;No
ARB;ARB workflow;Description;System.Description;html;No;No
ARB;ARB workflow;External Link Count;System.ExternalLinkCount;integer;No;No
ARB;ARB workflow;History;System.History;history;No;No
ARB;ARB workflow;Hyperlink Count;System.HyperLinkCount;integer;No;No
ARB;ARB workflow;ID;System.Id;integer;No;No
ARB;ARB workflow;Iteration ID;System.IterationId;integer;No;No
ARB;ARB workflow;Iteration Level 1;System.IterationLevel1;string;No;No
ARB;ARB workflow;Iteration Level 2;System.IterationLevel2;string;No;No
ARB;ARB workflow;Iteration Level 3;System.IterationLevel3;string;No;No
ARB;ARB workflow;Iteration Level 4;System.IterationLevel4;string;No;No
ARB;ARB workflow;Iteration Level 5;System.IterationLevel5;string;No;No
ARB;ARB workflow;Iteration Level 6;System.IterationLevel6;string;No;No
ARB;ARB workflow;Iteration Level 7;System.IterationLevel7;string;No;No
ARB;ARB workflow;Iteration Path;System.IterationPath;treePath;No;No
ARB;ARB workflow;Node Name;System.NodeName;string;No;No
ARB;ARB workflow;Parent;System.Parent;integer;No;No
ARB;ARB workflow;Reason;System.Reason;string;No;No
ARB;ARB workflow;Related Link Count;System.RelatedLinkCount;integer;No;No
ARB;ARB workflow;Remote Link Count;System.RemoteLinkCount;integer;No;No
ARB;ARB workflow;Rev;System.Rev;integer;No;No
ARB;ARB workflow;Revised Date;System.RevisedDate;dateTime;No;No
ARB;ARB workflow;State;System.State;string;No;No
ARB;ARB workflow;Tags;System.Tags;plainText;No;No
ARB;ARB workflow;Team Project;System.TeamProject;string;No;No
ARB;ARB workflow;Title;System.Title;string;No;No
ARB;ARB workflow;Watermark;System.Watermark;integer;No;No
ARB;ARB workflow;Work Item Type;System.WorkItemType;string;No;No
System Integrations;Agile;Found In;Microsoft.VSTS.Build.FoundIn;string;No;No
System Integrations;Agile;Integration Build;Microsoft.VSTS.Build.IntegrationBuild;string;No;No
System Integrations;Agile;Accepted By;Microsoft.VSTS.CodeReview.AcceptedBy;string;Yes;No
System Integrations;Agile;Accepted Date;Microsoft.VSTS.CodeReview.AcceptedDate;dateTime;No;No
System Integrations;Agile;Closed Status;Microsoft.VSTS.CodeReview.ClosedStatus;string;No;No
System Integrations;Agile;Closed Status Code;Microsoft.VSTS.CodeReview.ClosedStatusCode;integer;No;No
System Integrations;Agile;Closing Comment;Microsoft.VSTS.CodeReview.ClosingComment;string;No;No
System Integrations;Agile;Associated Context;Microsoft.VSTS.CodeReview.Context;string;No;No
System Integrations;Agile;Associated Context Code;Microsoft.VSTS.CodeReview.ContextCode;integer;No;No
System Integrations;Agile;Associated Context Owner;Microsoft.VSTS.CodeReview.ContextOwner;string;No;No
System Integrations;Agile;Associated Context Type;Microsoft.VSTS.CodeReview.ContextType;string;No;No
System Integrations;Agile;Acceptance Criteria;Microsoft.VSTS.Common.AcceptanceCriteria;html;No;No
System Integrations;Agile;Activated By;Microsoft.VSTS.Common.ActivatedBy;string;Yes;No
System Integrations;Agile;Activated Date;Microsoft.VSTS.Common.ActivatedDate;dateTime;No;No
System Integrations;Agile;Activity;Microsoft.VSTS.Common.Activity;string;No;No
System Integrations;Agile;Business Value;Microsoft.VSTS.Common.BusinessValue;integer;No;No
System Integrations;Agile;Closed By;Microsoft.VSTS.Common.ClosedBy;string;Yes;No
System Integrations;Agile;Closed Date;Microsoft.VSTS.Common.ClosedDate;dateTime;No;No
System Integrations;Agile;Issue;Microsoft.VSTS.Common.Issue;string;No;No
System Integrations;Agile;Priority;Microsoft.VSTS.Common.Priority;integer;No;No
System Integrations;Agile;Rating;Microsoft.VSTS.Common.Rating;string;No;No
System Integrations;Agile;Resolved By;Microsoft.VSTS.Common.ResolvedBy;string;Yes;No
System Integrations;Agile;Resolved Date;Microsoft.VSTS.Common.ResolvedDate;dateTime;No;No
System Integrations;Agile;Resolved Reason;Microsoft.VSTS.Common.ResolvedReason;string;No;No
System Integrations;Agile;Reviewed By;Microsoft.VSTS.Common.ReviewedBy;string;Yes;No
System Integrations;Agile;Risk;Microsoft.VSTS.Common.Risk;string;No;No
System Integrations;Agile;Severity;Microsoft.VSTS.Common.Severity;string;No;No
System Integrations;Agile;Stack Rank;Microsoft.VSTS.Common.StackRank;double;No;No
System Integrations;Agile;State Change Date;Microsoft.VSTS.Common.StateChangeDate;dateTime;No;No
System Integrations;Agile;State Code;Microsoft.VSTS.Common.StateCode;integer;No;No
System Integrations;Agile;Time Criticality;Microsoft.VSTS.Common.TimeCriticality;double;No;No
System Integrations;Agile;Value Area;Microsoft.VSTS.Common.ValueArea;string;No;No
System Integrations;Agile;Application Launch Instructions;Microsoft.VSTS.Feedback.ApplicationLaunchInstructions;html;No;No
System Integrations;Agile;Application Start Information;Microsoft.VSTS.Feedback.ApplicationStartInformation;plainText;No;No
System Integrations;Agile;Application Type;Microsoft.VSTS.Feedback.ApplicationType;string;No;No
System Integrations;Agile;Completed Work;Microsoft.VSTS.Scheduling.CompletedWork;double;No;No
System Integrations;Agile;Due Date;Microsoft.VSTS.Scheduling.DueDate;dateTime;No;No
System Integrations;Agile;Effort;Microsoft.VSTS.Scheduling.Effort;double;No;No
System Integrations;Agile;Finish Date;Microsoft.VSTS.Scheduling.FinishDate;dateTime;No;No
System Integrations;Agile;Original Estimate;Microsoft.VSTS.Scheduling.OriginalEstimate;double;No;No
System Integrations;Agile;Remaining Work;Microsoft.VSTS.Scheduling.RemainingWork;double;No;No
System Integrations;Agile;Start Date;Microsoft.VSTS.Scheduling.StartDate;dateTime;No;No
System Integrations;Agile;Story Points;Microsoft.VSTS.Scheduling.StoryPoints;double;No;No
System Integrations;Agile;Target Date;Microsoft.VSTS.Scheduling.TargetDate;dateTime;No;No
System Integrations;Agile;Automated Test Id;Microsoft.VSTS.TCM.AutomatedTestId;string;No;No
System Integrations;Agile;Automated Test Name;Microsoft.VSTS.TCM.AutomatedTestName;string;No;No
System Integrations;Agile;Automated Test Storage;Microsoft.VSTS.TCM.AutomatedTestStorage;string;No;No
System Integrations;Agile;Automated Test Type;Microsoft.VSTS.TCM.AutomatedTestType;string;No;No
System Integrations;Agile;Automation status;Microsoft.VSTS.TCM.AutomationStatus;string;No;No
System Integrations;Agile;Local Data Source;Microsoft.VSTS.TCM.LocalDataSource;html;No;No
System Integrations;Agile;Parameters;Microsoft.VSTS.TCM.Parameters;html;No;No
System Integrations;Agile;Query Text;Microsoft.VSTS.TCM.QueryText;plainText;No;No
System Integrations;Agile;Repro Steps;Microsoft.VSTS.TCM.ReproSteps;html;No;No
System Integrations;Agile;Steps;Microsoft.VSTS.TCM.Steps;html;No;No
System Integrations;Agile;System Info;Microsoft.VSTS.TCM.SystemInfo;html;No;No
System Integrations;Agile;Test Suite Audit;Microsoft.VSTS.TCM.TestSuiteAudit;plainText;No;No
System Integrations;Agile;Test Suite Type;Microsoft.VSTS.TCM.TestSuiteType;string;No;No
System Integrations;Agile;Test Suite Type Id;Microsoft.VSTS.TCM.TestSuiteTypeId;integer;No;No
System Integrations;Agile;Area ID;System.AreaId;integer;No;No
System Integrations;Agile;Area Level 1;System.AreaLevel1;string;No;No
System Integrations;Agile;Area Level 2;System.AreaLevel2;string;No;No
System Integrations;Agile;Area Level 3;System.AreaLevel3;string;No;No
System Integrations;Agile;Area Level 4;System.AreaLevel4;string;No;No
System Integrations;Agile;Area Level 5;System.AreaLevel5;string;No;No
System Integrations;Agile;Area Level 6;System.AreaLevel6;string;No;No
System Integrations;Agile;Area Level 7;System.AreaLevel7;string;No;No
System Integrations;Agile;Area Path;System.AreaPath;treePath;No;No
System Integrations;Agile;Assigned To;System.AssignedTo;string;Yes;No
System Integrations;Agile;Attached File Count;System.AttachedFileCount;integer;No;No
System Integrations;Agile;Authorized As;System.AuthorizedAs;string;Yes;No
System Integrations;Agile;Authorized Date;System.AuthorizedDate;dateTime;No;No
System Integrations;Agile;Board Column;System.BoardColumn;string;No;No
System Integrations;Agile;Board Column Done;System.BoardColumnDone;boolean;No;No
System Integrations;Agile;Board Lane;System.BoardLane;string;No;No
System Integrations;Agile;Changed By;System.ChangedBy;string;Yes;No
System Integrations;Agile;Changed Date;System.ChangedDate;dateTime;No;No
System Integrations;Agile;Comment Count;System.CommentCount;integer;No;No
System Integrations;Agile;Created By;System.CreatedBy;string;Yes;No
System Integrations;Agile;Created Date;System.CreatedDate;dateTime;No;No
System Integrations;Agile;Description;System.Description;html;No;No
System Integrations;Agile;External Link Count;System.ExternalLinkCount;integer;No;No
System Integrations;Agile;History;System.History;history;No;No
System Integrations;Agile;Hyperlink Count;System.HyperLinkCount;integer;No;No
System Integrations;Agile;ID;System.Id;integer;No;No
System Integrations;Agile;Iteration ID;System.IterationId;integer;No;No
System Integrations;Agile;Iteration Level 1;System.IterationLevel1;string;No;No
System Integrations;Agile;Iteration Level 2;System.IterationLevel2;string;No;No
System Integrations;Agile;Iteration Level 3;System.IterationLevel3;string;No;No
System Integrations;Agile;Iteration Level 4;System.IterationLevel4;string;No;No
System Integrations;Agile;Iteration Level 5;System.IterationLevel5;string;No;No
System Integrations;Agile;Iteration Level 6;System.IterationLevel6;string;No;No
System Integrations;Agile;Iteration Level 7;System.IterationLevel7;string;No;No
System Integrations;Agile;Iteration Path;System.IterationPath;treePath;No;No
System Integrations;Agile;Node Name;System.NodeName;string;No;No
System Integrations;Agile;Parent;System.Parent;integer;No;No
System Integrations;Agile;Reason;System.Reason;string;No;No
System Integrations;Agile;Related Link Count;System.RelatedLinkCount;integer;No;No
System Integrations;Agile;Remote Link Count;System.RemoteLinkCount;integer;No;No
System Integrations;Agile;Rev;System.Rev;integer;No;No
System Integrations;Agile;Revised Date;System.RevisedDate;dateTime;No;No
System Integrations;Agile;State;System.State;string;No;No
System Integrations;Agile;Tags;System.Tags;plainText;No;No
System Integrations;Agile;Team Project;System.TeamProject;string;No;No
System Integrations;Agile;Title;System.Title;string;No;No
System Integrations;Agile;Watermark;System.Watermark;integer;No;No
System Integrations;Agile;Work Item Type;System.WorkItemType;string;No;No
BI_Improve;Scrum;Found In;Microsoft.VSTS.Build.FoundIn;string;No;No
BI_Improve;Scrum;Integration Build;Microsoft.VSTS.Build.IntegrationBuild;string;No;No
BI_Improve;Scrum;Blocked;Microsoft.VSTS.CMMI.Blocked;string;No;No
BI_Improve;Scrum;Accepted By;Microsoft.VSTS.CodeReview.AcceptedBy;string;Yes;No
BI_Improve;Scrum;Accepted Date;Microsoft.VSTS.CodeReview.AcceptedDate;dateTime;No;No
BI_Improve;Scrum;Closed Status;Microsoft.VSTS.CodeReview.ClosedStatus;string;No;No
BI_Improve;Scrum;Closed Status Code;Microsoft.VSTS.CodeReview.ClosedStatusCode;integer;No;No
BI_Improve;Scrum;Closing Comment;Microsoft.VSTS.CodeReview.ClosingComment;string;No;No
BI_Improve;Scrum;Associated Context;Microsoft.VSTS.CodeReview.Context;string;No;No
BI_Improve;Scrum;Associated Context Code;Microsoft.VSTS.CodeReview.ContextCode;integer;No;No
BI_Improve;Scrum;Associated Context Owner;Microsoft.VSTS.CodeReview.ContextOwner;string;No;No
BI_Improve;Scrum;Associated Context Type;Microsoft.VSTS.CodeReview.ContextType;string;No;No
BI_Improve;Scrum;Acceptance Criteria;Microsoft.VSTS.Common.AcceptanceCriteria;html;No;No
BI_Improve;Scrum;Activated By;Microsoft.VSTS.Common.ActivatedBy;string;Yes;No
BI_Improve;Scrum;Activated Date;Microsoft.VSTS.Common.ActivatedDate;dateTime;No;No
BI_Improve;Scrum;Activity;Microsoft.VSTS.Common.Activity;string;No;No
BI_Improve;Scrum;Backlog Priority;Microsoft.VSTS.Common.BacklogPriority;double;No;No
BI_Improve;Scrum;Business Value;Microsoft.VSTS.Common.BusinessValue;integer;No;No
BI_Improve;Scrum;Closed By;Microsoft.VSTS.Common.ClosedBy;string;Yes;No
BI_Improve;Scrum;Closed Date;Microsoft.VSTS.Common.ClosedDate;dateTime;No;No
BI_Improve;Scrum;Issue;Microsoft.VSTS.Common.Issue;string;No;No
BI_Improve;Scrum;Priority;Microsoft.VSTS.Common.Priority;integer;No;No
BI_Improve;Scrum;Rating;Microsoft.VSTS.Common.Rating;string;No;No
BI_Improve;Scrum;Resolution;Microsoft.VSTS.Common.Resolution;html;No;No
BI_Improve;Scrum;Resolved By;Microsoft.VSTS.Common.ResolvedBy;string;Yes;No
BI_Improve;Scrum;Resolved Date;Microsoft.VSTS.Common.ResolvedDate;dateTime;No;No
BI_Improve;Scrum;Reviewed By;Microsoft.VSTS.Common.ReviewedBy;string;Yes;No
BI_Improve;Scrum;Severity;Microsoft.VSTS.Common.Severity;string;No;No
BI_Improve;Scrum;State Change Date;Microsoft.VSTS.Common.StateChangeDate;dateTime;No;No
BI_Improve;Scrum;State Code;Microsoft.VSTS.Common.StateCode;integer;No;No
BI_Improve;Scrum;Time Criticality;Microsoft.VSTS.Common.TimeCriticality;double;No;No
BI_Improve;Scrum;Value Area;Microsoft.VSTS.Common.ValueArea;string;No;No
BI_Improve;Scrum;Application Launch Instructions;Microsoft.VSTS.Feedback.ApplicationLaunchInstructions;html;No;No
BI_Improve;Scrum;Application Start Information;Microsoft.VSTS.Feedback.ApplicationStartInformation;plainText;No;No
BI_Improve;Scrum;Application Type;Microsoft.VSTS.Feedback.ApplicationType;string;No;No
BI_Improve;Scrum;Effort;Microsoft.VSTS.Scheduling.Effort;double;No;No
BI_Improve;Scrum;Finish Date;Microsoft.VSTS.Scheduling.FinishDate;dateTime;No;No
BI_Improve;Scrum;Remaining Work;Microsoft.VSTS.Scheduling.RemainingWork;double;No;No
BI_Improve;Scrum;Start Date;Microsoft.VSTS.Scheduling.StartDate;dateTime;No;No
BI_Improve;Scrum;Target Date;Microsoft.VSTS.Scheduling.TargetDate;dateTime;No;No
BI_Improve;Scrum;Automated Test Id;Microsoft.VSTS.TCM.AutomatedTestId;string;No;No
BI_Improve;Scrum;Automated Test Name;Microsoft.VSTS.TCM.AutomatedTestName;string;No;No
BI_Improve;Scrum;Automated Test Storage;Microsoft.VSTS.TCM.AutomatedTestStorage;string;No;No
BI_Improve;Scrum;Automated Test Type;Microsoft.VSTS.TCM.AutomatedTestType;string;No;No
BI_Improve;Scrum;Automation status;Microsoft.VSTS.TCM.AutomationStatus;string;No;No
BI_Improve;Scrum;Local Data Source;Microsoft.VSTS.TCM.LocalDataSource;html;No;No
BI_Improve;Scrum;Parameters;Microsoft.VSTS.TCM.Parameters;html;No;No
BI_Improve;Scrum;Query Text;Microsoft.VSTS.TCM.QueryText;plainText;No;No
BI_Improve;Scrum;Repro Steps;Microsoft.VSTS.TCM.ReproSteps;html;No;No
BI_Improve;Scrum;Steps;Microsoft.VSTS.TCM.Steps;html;No;No
BI_Improve;Scrum;System Info;Microsoft.VSTS.TCM.SystemInfo;html;No;No
BI_Improve;Scrum;Test Suite Audit;Microsoft.VSTS.TCM.TestSuiteAudit;plainText;No;No
BI_Improve;Scrum;Test Suite Type;Microsoft.VSTS.TCM.TestSuiteType;string;No;No
BI_Improve;Scrum;Test Suite Type Id;Microsoft.VSTS.TCM.TestSuiteTypeId;integer;No;No
BI_Improve;Scrum;Area ID;System.AreaId;integer;No;No
BI_Improve;Scrum;Area Level 1;System.AreaLevel1;string;No;No
BI_Improve;Scrum;Area Level 2;System.AreaLevel2;string;No;No
BI_Improve;Scrum;Area Level 3;System.AreaLevel3;string;No;No
BI_Improve;Scrum;Area Level 4;System.AreaLevel4;string;No;No
BI_Improve;Scrum;Area Level 5;System.AreaLevel5;string;No;No
BI_Improve;Scrum;Area Level 6;System.AreaLevel6;string;No;No
BI_Improve;Scrum;Area Level 7;System.AreaLevel7;string;No;No
BI_Improve;Scrum;Area Path;System.AreaPath;treePath;No;No
BI_Improve;Scrum;Assigned To;System.AssignedTo;string;Yes;No
BI_Improve;Scrum;Attached File Count;System.AttachedFileCount;integer;No;No
BI_Improve;Scrum;Authorized As;System.AuthorizedAs;string;Yes;No
BI_Improve;Scrum;Authorized Date;System.AuthorizedDate;dateTime;No;No
BI_Improve;Scrum;Board Column;System.BoardColumn;string;No;No
BI_Improve;Scrum;Board Column Done;System.BoardColumnDone;boolean;No;No
BI_Improve;Scrum;Board Lane;System.BoardLane;string;No;No
BI_Improve;Scrum;Changed By;System.ChangedBy;string;Yes;No
BI_Improve;Scrum;Changed Date;System.ChangedDate;dateTime;No;No
BI_Improve;Scrum;Comment Count;System.CommentCount;integer;No;No
BI_Improve;Scrum;Created By;System.CreatedBy;string;Yes;No
BI_Improve;Scrum;Created Date;System.CreatedDate;dateTime;No;No
BI_Improve;Scrum;Description;System.Description;html;No;No
BI_Improve;Scrum;External Link Count;System.ExternalLinkCount;integer;No;No
BI_Improve;Scrum;History;System.History;history;No;No
BI_Improve;Scrum;Hyperlink Count;System.HyperLinkCount;integer;No;No
BI_Improve;Scrum;ID;System.Id;integer;No;No
BI_Improve;Scrum;Iteration ID;System.IterationId;integer;No;No
BI_Improve;Scrum;Iteration Level 1;System.IterationLevel1;string;No;No
BI_Improve;Scrum;Iteration Level 2;System.IterationLevel2;string;No;No
BI_Improve;Scrum;Iteration Level 3;System.IterationLevel3;string;No;No
BI_Improve;Scrum;Iteration Level 4;System.IterationLevel4;string;No;No
BI_Improve;Scrum;Iteration Level 5;System.IterationLevel5;string;No;No
BI_Improve;Scrum;Iteration Level 6;System.IterationLevel6;string;No;No
BI_Improve;Scrum;Iteration Level 7;System.IterationLevel7;string;No;No
BI_Improve;Scrum;Iteration Path;System.IterationPath;treePath;No;No
BI_Improve;Scrum;Node Name;System.NodeName;string;No;No
BI_Improve;Scrum;Parent;System.Parent;integer;No;No
BI_Improve;Scrum;Reason;System.Reason;string;No;No
BI_Improve;Scrum;Related Link Count;System.RelatedLinkCount;integer;No;No
BI_Improve;Scrum;Remote Link Count;System.RemoteLinkCount;integer;No;No
BI_Improve;Scrum;Rev;System.Rev;integer;No;No
BI_Improve;Scrum;Revised Date;System.RevisedDate;dateTime;No;No
BI_Improve;Scrum;State;System.State;string;No;No
BI_Improve;Scrum;Tags;System.Tags;plainText;No;No
BI_Improve;Scrum;Team Project;System.TeamProject;string;No;No
BI_Improve;Scrum;Title;System.Title;string;No;No
BI_Improve;Scrum;Watermark;System.Watermark;integer;No;No
BI_Improve;Scrum;Work Item Type;System.WorkItemType;string;No;No
KK-SEO;KK x OMMAX;Found In;Microsoft.VSTS.Build.FoundIn;string;No;No
KK-SEO;KK x OMMAX;Integration Build;Microsoft.VSTS.Build.IntegrationBuild;string;No;No
KK-SEO;KK x OMMAX;Accepted By;Microsoft.VSTS.CodeReview.AcceptedBy;string;Yes;No
KK-SEO;KK x OMMAX;Accepted Date;Microsoft.VSTS.CodeReview.AcceptedDate;dateTime;No;No
KK-SEO;KK x OMMAX;Closed Status;Microsoft.VSTS.CodeReview.ClosedStatus;string;No;No
KK-SEO;KK x OMMAX;Closed Status Code;Microsoft.VSTS.CodeReview.ClosedStatusCode;integer;No;No
KK-SEO;KK x OMMAX;Closing Comment;Microsoft.VSTS.CodeReview.ClosingComment;string;No;No
KK-SEO;KK x OMMAX;Associated Context;Microsoft.VSTS.CodeReview.Context;string;No;No
KK-SEO;KK x OMMAX;Associated Context Code;Microsoft.VSTS.CodeReview.ContextCode;integer;No;No
KK-SEO;KK x OMMAX;Associated Context Owner;Microsoft.VSTS.CodeReview.ContextOwner;string;No;No
KK-SEO;KK x OMMAX;Associated Context Type;Microsoft.VSTS.CodeReview.ContextType;string;No;No
KK-SEO;KK x OMMAX;Acceptance Criteria;Microsoft.VSTS.Common.AcceptanceCriteria;html;No;No
KK-SEO;KK x OMMAX;Activated By;Microsoft.VSTS.Common.ActivatedBy;string;Yes;No
KK-SEO;KK x OMMAX;Activated Date;Microsoft.VSTS.Common.ActivatedDate;dateTime;No;No
KK-SEO;KK x OMMAX;Activity;Microsoft.VSTS.Common.Activity;string;No;No
KK-SEO;KK x OMMAX;Business Value;Microsoft.VSTS.Common.BusinessValue;integer;No;No
KK-SEO;KK x OMMAX;Closed By;Microsoft.VSTS.Common.ClosedBy;string;Yes;No
KK-SEO;KK x OMMAX;Closed Date;Microsoft.VSTS.Common.ClosedDate;dateTime;No;No
KK-SEO;KK x OMMAX;Issue;Microsoft.VSTS.Common.Issue;string;No;No
KK-SEO;KK x OMMAX;Priority;Microsoft.VSTS.Common.Priority;integer;No;No
KK-SEO;KK x OMMAX;Rating;Microsoft.VSTS.Common.Rating;string;No;No
KK-SEO;KK x OMMAX;Resolved By;Microsoft.VSTS.Common.ResolvedBy;string;Yes;No
KK-SEO;KK x OMMAX;Resolved Date;Microsoft.VSTS.Common.ResolvedDate;dateTime;No;No
KK-SEO;KK x OMMAX;Resolved Reason;Microsoft.VSTS.Common.ResolvedReason;string;No;No
KK-SEO;KK x OMMAX;Reviewed By;Microsoft.VSTS.Common.ReviewedBy;string;Yes;No
KK-SEO;KK x OMMAX;Risk;Microsoft.VSTS.Common.Risk;string;No;No
KK-SEO;KK x OMMAX;Severity;Microsoft.VSTS.Common.Severity;string;No;No
KK-SEO;KK x OMMAX;Stack Rank;Microsoft.VSTS.Common.StackRank;double;No;No
KK-SEO;KK x OMMAX;State Change Date;Microsoft.VSTS.Common.StateChangeDate;dateTime;No;No
KK-SEO;KK x OMMAX;State Code;Microsoft.VSTS.Common.StateCode;integer;No;No
KK-SEO;KK x OMMAX;Time Criticality;Microsoft.VSTS.Common.TimeCriticality;double;No;No
KK-SEO;KK x OMMAX;Value Area;Microsoft.VSTS.Common.ValueArea;string;No;No
KK-SEO;KK x OMMAX;Application Launch Instructions;Microsoft.VSTS.Feedback.ApplicationLaunchInstructions;html;No;No
KK-SEO;KK x OMMAX;Application Start Information;Microsoft.VSTS.Feedback.ApplicationStartInformation;plainText;No;No
KK-SEO;KK x OMMAX;Application Type;Microsoft.VSTS.Feedback.ApplicationType;string;No;No
KK-SEO;KK x OMMAX;Completed Work;Microsoft.VSTS.Scheduling.CompletedWork;double;No;No
KK-SEO;KK x OMMAX;Due Date;Microsoft.VSTS.Scheduling.DueDate;dateTime;No;No
KK-SEO;KK x OMMAX;Effort;Microsoft.VSTS.Scheduling.Effort;double;No;No
KK-SEO;KK x OMMAX;Finish Date;Microsoft.VSTS.Scheduling.FinishDate;dateTime;No;No
KK-SEO;KK x OMMAX;Original Estimate;Microsoft.VSTS.Scheduling.OriginalEstimate;double;No;No
KK-SEO;KK x OMMAX;Remaining Work;Microsoft.VSTS.Scheduling.RemainingWork;double;No;No
KK-SEO;KK x OMMAX;Start Date;Microsoft.VSTS.Scheduling.StartDate;dateTime;No;No
KK-SEO;KK x OMMAX;Story Points;Microsoft.VSTS.Scheduling.StoryPoints;double;No;No
KK-SEO;KK x OMMAX;Target Date;Microsoft.VSTS.Scheduling.TargetDate;dateTime;No;No
KK-SEO;KK x OMMAX;Automated Test Id;Microsoft.VSTS.TCM.AutomatedTestId;string;No;No
KK-SEO;KK x OMMAX;Automated Test Name;Microsoft.VSTS.TCM.AutomatedTestName;string;No;No
KK-SEO;KK x OMMAX;Automated Test Storage;Microsoft.VSTS.TCM.AutomatedTestStorage;string;No;No
KK-SEO;KK x OMMAX;Automated Test Type;Microsoft.VSTS.TCM.AutomatedTestType;string;No;No
KK-SEO;KK x OMMAX;Automation status;Microsoft.VSTS.TCM.AutomationStatus;string;No;No
KK-SEO;KK x OMMAX;Local Data Source;Microsoft.VSTS.TCM.LocalDataSource;html;No;No
KK-SEO;KK x OMMAX;Parameters;Microsoft.VSTS.TCM.Parameters;html;No;No
KK-SEO;KK x OMMAX;Query Text;Microsoft.VSTS.TCM.QueryText;plainText;No;No
